path,label
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_0.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_1.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_10.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_11.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_12.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_13.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_14.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_15.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_16.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_17.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_18.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_19.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_2.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_20.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_21.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_22.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_23.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_24.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_25.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_26.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_27.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_28.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_29.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_3.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_4.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_5.png,0
ReplayAttack/train_frames/real/client001_session01_webcam_authenticate_adverse_1/client001_session01_webcam_authenticate_adverse_1_frame_6.png,0
