path,label
CASIA_MFSD/train/real/10_1_frame0.png,0
CASIA_MFSD/train/real/10_1_frame1.png,0
CASIA_MFSD/train/real/10_2_frame0.png,0
CASIA_MFSD/train/real/10_2_frame1.png,0
CASIA_MFSD/train/real/10_HR_1_frame0.png,0
CASIA_MFSD/train/real/10_HR_1_frame1.png,0
CASIA_MFSD/train/real/11_1_frame0.png,0
CASIA_MFSD/train/real/11_1_frame1.png,0
CASIA_MFSD/train/real/11_2_frame0.png,0
CASIA_MFSD/train/real/11_2_frame1.png,0
CASIA_MFSD/train/real/11_HR_1_frame0.png,0
CASIA_MFSD/train/real/11_HR_1_frame1.png,0
CASIA_MFSD/train/real/12_1_frame0.png,0
CASIA_MFSD/train/real/12_1_frame1.png,0
CASIA_MFSD/train/real/12_2_frame0.png,0
CASIA_MFSD/train/real/12_2_frame1.png,0
CASIA_MFSD/train/real/12_HR_1_frame0.png,0
CASIA_MFSD/train/real/12_HR_1_frame1.png,0
CASIA_MFSD/train/real/13_1_frame0.png,0
CASIA_MFSD/train/real/13_1_frame1.png,0
CASIA_MFSD/train/real/13_2_frame0.png,0
CASIA_MFSD/train/real/13_2_frame1.png,0
CASIA_MFSD/train/real/13_HR_1_frame0.png,0
CASIA_MFSD/train/real/13_HR_1_frame1.png,0
CASIA_MFSD/train/real/14_1_frame0.png,0
CASIA_MFSD/train/real/14_1_frame1.png,0
CASIA_MFSD/train/real/14_2_frame0.png,0
CASIA_MFSD/train/real/14_2_frame1.png,0
CASIA_MFSD/train/real/14_HR_1_frame0.png,0
CASIA_MFSD/train/real/14_HR_1_frame1.png,0
CASIA_MFSD/train/real/15_1_frame0.png,0
CASIA_MFSD/train/real/15_1_frame1.png,0
CASIA_MFSD/train/real/15_2_frame0.png,0
CASIA_MFSD/train/real/15_2_frame1.png,0
CASIA_MFSD/train/real/15_HR_1_frame0.png,0
CASIA_MFSD/train/real/15_HR_1_frame1.png,0
CASIA_MFSD/train/real/16_1_frame0.png,0
CASIA_MFSD/train/real/16_1_frame1.png,0
CASIA_MFSD/train/real/16_2_frame0.png,0
CASIA_MFSD/train/real/16_2_frame1.png,0
CASIA_MFSD/train/real/16_HR_1_frame0.png,0
CASIA_MFSD/train/real/16_HR_1_frame1.png,0
CASIA_MFSD/train/real/17_1_frame0.png,0
CASIA_MFSD/train/real/17_1_frame1.png,0
CASIA_MFSD/train/real/17_2_frame0.png,0
CASIA_MFSD/train/real/17_2_frame1.png,0
CASIA_MFSD/train/real/17_HR_1_frame0.png,0
CASIA_MFSD/train/real/17_HR_1_frame1.png,0
CASIA_MFSD/train/real/18_1_frame0.png,0
CASIA_MFSD/train/real/18_1_frame1.png,0
CASIA_MFSD/train/real/18_2_frame0.png,0
CASIA_MFSD/train/real/18_2_frame1.png,0
CASIA_MFSD/train/real/18_HR_1_frame0.png,0
CASIA_MFSD/train/real/18_HR_1_frame1.png,0
CASIA_MFSD/train/real/19_1_frame0.png,0
CASIA_MFSD/train/real/19_1_frame1.png,0
CASIA_MFSD/train/real/19_2_frame0.png,0
CASIA_MFSD/train/real/19_2_frame1.png,0
CASIA_MFSD/train/real/19_HR_1_frame0.png,0
CASIA_MFSD/train/real/19_HR_1_frame1.png,0
CASIA_MFSD/train/real/1_1_frame0.png,0
CASIA_MFSD/train/real/1_1_frame1.png,0
CASIA_MFSD/train/real/1_2_frame0.png,0
CASIA_MFSD/train/real/1_2_frame1.png,0
CASIA_MFSD/train/real/1_HR_1_frame0.png,0
CASIA_MFSD/train/real/1_HR_1_frame1.png,0
CASIA_MFSD/train/real/20_1_frame0.png,0
CASIA_MFSD/train/real/20_1_frame1.png,0
CASIA_MFSD/train/real/20_2_frame0.png,0
CASIA_MFSD/train/real/20_2_frame1.png,0
CASIA_MFSD/train/real/20_HR_1_frame0.png,0
CASIA_MFSD/train/real/20_HR_1_frame1.png,0
CASIA_MFSD/train/real/2_1_frame0.png,0
CASIA_MFSD/train/real/2_1_frame1.png,0
CASIA_MFSD/train/real/2_2_frame0.png,0
