path,label
MSU_MFSD/train/real/real_client002_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client002_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client002_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client002_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client003_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client003_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client003_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client003_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client005_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client005_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client005_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client005_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client006_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client006_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client006_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client006_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client007_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client007_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client007_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client007_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client008_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client008_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client008_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client008_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client009_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client009_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client009_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client009_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client011_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client011_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client011_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client011_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client012_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client012_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client012_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client012_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client021_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client021_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client021_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client021_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client022_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client022_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client022_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client022_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client034_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client034_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client034_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client034_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client053_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client053_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client053_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client053_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client054_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client054_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client054_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client054_laptop_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client055_android_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client055_android_SD_scene01_frame1.png,0
MSU_MFSD/train/real/real_client055_laptop_SD_scene01_frame0.png,0
MSU_MFSD/train/real/real_client055_laptop_SD_scene01_frame1.png,0
